gen 0 10 0.007987737655639648 134.5119463008324 31.381331256031675 108.93282032572813 200.5315608477812 108.93282032572813
gen 1 24 0.02514362335205078 133.90764704985287 34.29587758218838 108.93282032572813 207.66815178818155 108.93282032572813
gen 2 38 0.043143510818481445 148.90078884777174 42.84177716164311 117.87075422848166 229.1368342180973 108.93282032572813
gen 3 52 0.06314229965209961 139.79708681147304 30.86560864474939 117.87075422848166 196.54562754572387 108.93282032572813
gen 4 66 0.07814359664916992 131.053453965063 24.216676306778446 117.87075422848166 196.54562754572387 108.93282032572813
gen 5 80 0.0951542854309082 148.77682656744304 35.84162121025142 117.87075422848166 207.66815178818155 108.93282032572813
gen 6 94 0.11168217658996582 160.06121953170714 38.02125581525522 110.22893226385827 196.54562754572387 108.93282032572813
gen 7 108 0.12768006324768066 144.1308224260829 35.184630635753926 117.87075422848166 196.54562754572387 108.93282032572813
gen 8 122 0.14267945289611816 142.0025212310402 31.19121339028647 117.74227163989616 196.54562754572387 108.93282032572813
gen 9 136 0.15867972373962402 136.24568721876912 32.14298763535142 108.93282032572813 196.54562754572387 108.93282032572813
gen 10 150 0.1746811866760254 143.26750751372737 31.90630427700454 108.93282032572813 200.5315608477812 108.93282032572813
gen 11 164 0.19068121910095215 150.73389675502145 45.849148664962044 117.87075422848166 269.3053095785074 108.93282032572813
gen 12 178 0.20669198036193848 162.74620083602414 61.87079280559291 108.93282032572813 276.25173621888086 108.93282032572813
gen 13 192 0.2222151756286621 117.78520941878405 0.21721129834730105 117.14378872009108 117.87075422848166 108.93282032572813
gen 14 206 0.2372140884399414 141.54956595050908 30.815564905230254 108.93282032572813 196.54562754572387 108.93282032572813
gen 15 220 0.2542145252227783 137.63078052551046 28.549028448125295 117.87075422848166 200.5315608477812 108.93282032572813
gen 16 234 0.2692129611968994 138.83056419643412 31.575902914193776 108.93282032572813 196.54562754572387 108.93282032572813
gen 17 248 0.2852146625518799 146.28421152102433 39.980318556995954 117.87075422848166 216.41122618497855 108.93282032572813
gen 18 262 0.3012239933013916 140.4274488004857 36.499811631913666 108.94365531468078 196.54562754572387 108.93282032572813
gen 19 276 0.31573987007141113 124.84444816993053 24.048489104399252 108.93282032572813 196.54562754572387 108.93282032572813
gen 20 290 0.3307371139526367 120.01556664515181 11.178531720622583 108.93282032572813 152.48097915198954 108.93282032572813
gen 21 304 0.34573793411254883 144.9967801589466 31.688833702383576 117.87075422848166 211.40677550443073 108.93282032572813
gen 22 318 0.3607368469238281 133.09882930603248 32.808779986860934 108.93282032572813 200.41456558950142 108.93282032572813
gen 23 332 0.37573695182800293 122.48879335684808 15.772599263149454 108.93282032572813 153.2082713996253 108.93282032572813
gen 24 346 0.3897385597229004 138.19004100887247 33.66242398818225 108.93282032572813 196.54562754572387 108.93282032572813
gen 25 360 0.3987452983856201 134.4469058637955 25.54372802955591 108.93282032572813 196.54562754572387 108.93282032572813
gen 26 374 0.4152660369873047 126.19608007869392 23.883793861272892 110.22893226385827 196.54562754572387 108.93282032572813
gen 27 388 0.43126416206359863 132.7066703764982 24.836931780719755 111.24114398641298 196.54562754572387 108.93282032572813
gen 28 402 0.44626355171203613 133.6057288919301 31.469949326896888 117.87075422848166 196.54562754572387 108.93282032572813
